customerID,summary
3946-JEWRQ,"Customer ID: 3946-JEWRQ. A male customer, non-senior, uses fiber optic internet with one year contract. Pays $95.2 monthly, total charges $4563.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7873-CVMAW,"Customer ID: 7873-CVMAW. A male customer, non-senior, uses dsl internet with two year contract. Pays $88.55 monthly, total charges $6362.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0463-WZZKO,"Customer ID: 0463-WZZKO. A male customer, non-senior, uses no internet with month-to-month contract. Pays $20.75 monthly, total charges $67.1. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3494-JCHRQ,"Customer ID: 3494-JCHRQ. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $70.05 monthly, total charges $70.05. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
6474-FVJLC,"Customer ID: 6474-FVJLC. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $86.0 monthly, total charges $165.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
4524-QCSSM,"Customer ID: 4524-QCSSM. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $44.65 monthly, total charges $1156.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5832-EXGTT,"Customer ID: 5832-EXGTT. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $60.2 monthly, total charges $1834.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
8840-DQLGN,"Customer ID: 8840-DQLGN. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $100.5 monthly, total charges $3653.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
2039-JONDJ,"Customer ID: 2039-JONDJ. A male customer, non-senior, uses dsl internet with one year contract. Pays $55.45 monthly, total charges $1477.65. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7217-JYHOQ,"Customer ID: 7217-JYHOQ. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $70.3 monthly, total charges $1706.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
6695-FRVEC,"Customer ID: 6695-FRVEC. A male customer, non-senior, uses dsl internet with two year contract. Pays $60.4 monthly, total charges $3953.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
4547-LYTDD,"Customer ID: 4547-LYTDD. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $72.65 monthly, total charges $1194.3. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
9894-QMIMJ,"Customer ID: 9894-QMIMJ. A female customer, non-senior, uses dsl internet with one year contract. Pays $55.8 monthly, total charges $1327.85. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8069-YQQAJ,"Customer ID: 8069-YQQAJ. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $31.1 monthly, total charges $419.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
6770-XUAGN,"Customer ID: 6770-XUAGN. A female customer, non-senior, uses no internet with month-to-month contract. Pays $21.0 monthly, total charges $21.0. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
4193-ORFCL,"Customer ID: 4193-ORFCL. A female customer, senior, uses dsl internet with month-to-month contract. Pays $45.1 monthly, total charges $45.1. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
1636-NTNCO,"Customer ID: 1636-NTNCO. A male customer, senior, uses dsl internet with month-to-month contract. Pays $50.95 monthly, total charges $207.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3466-WAESX,"Customer ID: 3466-WAESX. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $69.1 monthly, total charges $1083.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9281-PKKZE,"Customer ID: 9281-PKKZE. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $43.95 monthly, total charges $2007.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3638-VBZTA,"Customer ID: 3638-VBZTA. A male customer, non-senior, uses dsl internet with two year contract. Pays $86.5 monthly, total charges $5882.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7459-IMVYU,"Customer ID: 7459-IMVYU. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $69.95 monthly, total charges $2657.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7776-QWNFX,"Customer ID: 7776-QWNFX. A male customer, senior, uses dsl internet with month-to-month contract. Pays $50.4 monthly, total charges $1527.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
6689-TCZHQ,"Customer ID: 6689-TCZHQ. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $78.95 monthly, total charges $378.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
8563-OYMQY,"Customer ID: 8563-OYMQY. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $90.95 monthly, total charges $1612.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0754-EEBDC,"Customer ID: 0754-EEBDC. A male customer, non-senior, uses no internet with two year contract. Pays $19.9 monthly, total charges $76.65. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5777-ZPQNC,"Customer ID: 5777-ZPQNC. A female customer, non-senior, uses no internet with one year contract. Pays $20.15 monthly, total charges $260.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
1951-IEYXM,"Customer ID: 1951-IEYXM. A male customer, non-senior, uses dsl internet with two year contract. Pays $90.6 monthly, total charges $6441.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3318-NMQXL,"Customer ID: 3318-NMQXL. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $92.0 monthly, total charges $266.8. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3143-ILDAL,"Customer ID: 3143-ILDAL. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $94.45 monthly, total charges $5124.6. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
1022-RKXDR,"Customer ID: 1022-RKXDR. A female customer, non-senior, uses no internet with one year contract. Pays $24.85 monthly, total charges $962.25. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
2361-FJWNO,"Customer ID: 2361-FJWNO. A male customer, non-senior, uses dsl internet with one year contract. Pays $36.0 monthly, total charges $1382.9. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2272-UOINI,"Customer ID: 2272-UOINI. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $78.5 monthly, total charges $571.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8232-UTFOZ,"Customer ID: 8232-UTFOZ. A male customer, non-senior, uses no internet with two year contract. Pays $19.95 monthly, total charges $1399.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3750-YHRYO,"Customer ID: 3750-YHRYO. A male customer, non-senior, uses no internet with one year contract. Pays $20.65 monthly, total charges $150.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
6637-KYRCV,"Customer ID: 6637-KYRCV. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $30.5 monthly, total charges $167.2. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5668-MEISB,"Customer ID: 5668-MEISB. A female customer, non-senior, uses fiber optic internet with two year contract. Pays $106.1 monthly, total charges $7657.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0129-QMPDR,"Customer ID: 0129-QMPDR. A male customer, non-senior, uses no internet with one year contract. Pays $20.5 monthly, total charges $865.05. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7188-CBBBA,"Customer ID: 7188-CBBBA. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $95.5 monthly, total charges $6153.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5356-CSVSQ,"Customer ID: 5356-CSVSQ. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $64.6 monthly, total charges $174.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3221-CJMSG,"Customer ID: 3221-CJMSG. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $51.1 monthly, total charges $1269.6. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4720-VSTSI,"Customer ID: 4720-VSTSI. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $84.8 monthly, total charges $3862.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
3219-JQRSL,"Customer ID: 3219-JQRSL. A female customer, senior, uses dsl internet with two year contract. Pays $89.1 monthly, total charges $6352.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
2801-NISEI,"Customer ID: 2801-NISEI. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $54.95 monthly, total charges $1348.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3946-MHCZW,"Customer ID: 3946-MHCZW. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $50.9 monthly, total charges $50.9. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
4623-ZKHLY,"Customer ID: 4623-ZKHLY. A male customer, non-senior, uses no internet with month-to-month contract. Pays $20.45 monthly, total charges $471.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
6732-VAILE,"Customer ID: 6732-VAILE. A male customer, non-senior, uses dsl internet with two year contract. Pays $85.95 monthly, total charges $5931.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8201-AAXCB,"Customer ID: 8201-AAXCB. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $60.35 monthly, total charges $1404.65. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7696-CFTAT,"Customer ID: 7696-CFTAT. A male customer, non-senior, uses no internet with two year contract. Pays $19.8 monthly, total charges $726.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1845-CSBRZ,"Customer ID: 1845-CSBRZ. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $85.35 monthly, total charges $1961.6. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2123-VSCOT,"Customer ID: 2123-VSCOT. A female customer, non-senior, uses dsl internet with two year contract. Pays $72.1 monthly, total charges $4194.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
6651-AZVTJ,"Customer ID: 6651-AZVTJ. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $99.8 monthly, total charges $4872.45. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
4566-GOLUK,"Customer ID: 4566-GOLUK. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $107.35 monthly, total charges $5118.95. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
2484-DGXPZ,"Customer ID: 2484-DGXPZ. A female customer, non-senior, uses no internet with month-to-month contract. Pays $19.55 monthly, total charges $658.95. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
2018-QKYGT,"Customer ID: 2018-QKYGT. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $81.05 monthly, total charges $81.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2792-VPPET,"Customer ID: 2792-VPPET. A male customer, non-senior, uses no internet with month-to-month contract. Pays $20.5 monthly, total charges $76.95. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7409-JURKQ,"Customer ID: 7409-JURKQ. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $111.8 monthly, total charges $5809.75. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3247-MHJKM,"Customer ID: 3247-MHJKM. A male customer, non-senior, uses no internet with month-to-month contract. Pays $20.2 monthly, total charges $20.2. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
1964-SVLEA,"Customer ID: 1964-SVLEA. A male customer, non-senior, uses no internet with one year contract. Pays $19.7 monthly, total charges $415.9. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4587-NUKOX,"Customer ID: 4587-NUKOX. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $79.1 monthly, total charges $246.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
7297-DVYGA,"Customer ID: 7297-DVYGA. A female customer, non-senior, uses no internet with one year contract. Pays $19.85 monthly, total charges $996.95. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2239-CGBUZ,"Customer ID: 2239-CGBUZ. A female customer, non-senior, uses dsl internet with one year contract. Pays $60.5 monthly, total charges $3145.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0854-UYHZD,"Customer ID: 0854-UYHZD. A female customer, non-senior, uses no internet with two year contract. Pays $19.55 monthly, total charges $265.3. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7243-LCGGZ,"Customer ID: 7243-LCGGZ. A female customer, non-senior, uses no internet with month-to-month contract. Pays $20.9 monthly, total charges $20.9. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8267-KFGYD,"Customer ID: 8267-KFGYD. A male customer, non-senior, uses no internet with month-to-month contract. Pays $21.05 monthly, total charges $21.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4890-VMUAV,"Customer ID: 4890-VMUAV. A male customer, non-senior, uses dsl internet with one year contract. Pays $71.5 monthly, total charges $4576.3. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
9261-WDCAF,"Customer ID: 9261-WDCAF. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $54.65 monthly, total charges $189.1. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3764-MNMOI,"Customer ID: 3764-MNMOI. A male customer, non-senior, uses no internet with two year contract. Pays $19.2 monthly, total charges $908.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7442-YGZFK,"Customer ID: 7442-YGZFK. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $49.8 monthly, total charges $49.8. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0420-BWTPW,"Customer ID: 0420-BWTPW. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $25.5 monthly, total charges $215.2. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
8229-BUJHX,"Customer ID: 8229-BUJHX. A female customer, non-senior, uses no internet with two year contract. Pays $20.5 monthly, total charges $1500.95. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7449-HVPIV,"Customer ID: 7449-HVPIV. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $90.4 monthly, total charges $5099.15. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5504-WSIUR,"Customer ID: 5504-WSIUR. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $90.25 monthly, total charges $6385.95. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8183-ONMXC,"Customer ID: 8183-ONMXC. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $80.75 monthly, total charges $159.45. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
8466-PZBLH,"Customer ID: 8466-PZBLH. A male customer, non-senior, uses fiber optic internet with two year contract. Pays $104.6 monthly, total charges $6885.75. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9614-RMGHA,"Customer ID: 9614-RMGHA. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $91.85 monthly, total charges $5940.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
8735-IJJEG,"Customer ID: 8735-IJJEG. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $50.2 monthly, total charges $668.85. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0564-MUUQK,"Customer ID: 0564-MUUQK. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $95.5 monthly, total charges $1916.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5054-IEXZT,"Customer ID: 5054-IEXZT. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $75.35 monthly, total charges $75.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
5834-ASPWA,"Customer ID: 5834-ASPWA. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $75.45 monthly, total charges $75.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
0701-RFGFI,"Customer ID: 0701-RFGFI. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $95.4 monthly, total charges $4613.95. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0019-EFAEP,"Customer ID: 0019-EFAEP. A female customer, non-senior, uses fiber optic internet with two year contract. Pays $101.3 monthly, total charges $7261.25. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5619-PTMIK,"Customer ID: 5619-PTMIK. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $53.1 monthly, total charges $2459.8. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3737-XBQDD,"Customer ID: 3737-XBQDD. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $84.85 monthly, total charges $2048.8. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5882-CMAZQ,"Customer ID: 5882-CMAZQ. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $34.25 monthly, total charges $163.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5846-QFDFI,"Customer ID: 5846-QFDFI. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $88.6 monthly, total charges $2888.7. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4445-KWOKW,"Customer ID: 4445-KWOKW. A female customer, non-senior, uses dsl internet with one year contract. Pays $60.15 monthly, total charges $2421.6. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3511-APPBJ,"Customer ID: 3511-APPBJ. A male customer, non-senior, uses fiber optic internet with one year contract. Pays $99.95 monthly, total charges $2292.75. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7967-HYCDE,"Customer ID: 7967-HYCDE. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $70.7 monthly, total charges $553.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
2430-RRYUW,"Customer ID: 2430-RRYUW. A male customer, non-senior, uses dsl internet with one year contract. Pays $54.8 monthly, total charges $3465.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3948-XHGNA,"Customer ID: 3948-XHGNA. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $49.55 monthly, total charges $1210.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
3723-BFBGR,"Customer ID: 3723-BFBGR. A male customer, senior, uses dsl internet with month-to-month contract. Pays $54.8 monthly, total charges $1291.3. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0565-IYCGT,"Customer ID: 0565-IYCGT. A male customer, non-senior, uses dsl internet with one year contract. Pays $78.6 monthly, total charges $5356.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
5447-WZAFP,"Customer ID: 5447-WZAFP. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $100.3 monthly, total charges $5200.8. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5110-CHOPY,"Customer ID: 5110-CHOPY. A female customer, non-senior, uses dsl internet with two year contract. Pays $53.6 monthly, total charges $3237.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5445-UTODQ,"Customer ID: 5445-UTODQ. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $81.1 monthly, total charges $576.65. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
4425-OWHWB,"Customer ID: 4425-OWHWB. A female customer, non-senior, uses no internet with one year contract. Pays $19.35 monthly, total charges $433.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7892-QVYKW,"Customer ID: 7892-QVYKW. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $85.6 monthly, total charges $1868.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9675-ICXCT,"Customer ID: 9675-ICXCT. A male customer, non-senior, uses dsl internet with two year contract. Pays $80.8 monthly, total charges $5728.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1024-VRZHF,"Customer ID: 1024-VRZHF. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $74.95 monthly, total charges $825.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
4703-MQYKT,"Customer ID: 4703-MQYKT. A male customer, non-senior, uses no internet with two year contract. Pays $19.6 monthly, total charges $390.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9497-QCMMS,"Customer ID: 9497-QCMMS. A male customer, senior, uses fiber optic internet with month-to-month contract. Pays $93.55 monthly, total charges $93.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
5692-ICXLW,"Customer ID: 5692-ICXLW. A male customer, senior, uses fiber optic internet with month-to-month contract. Pays $90.7 monthly, total charges $2845.15. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0602-DDUML,"Customer ID: 0602-DDUML. A female customer, non-senior, uses dsl internet with two year contract. Pays $69.75 monthly, total charges $3894.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2208-MPXIO,"Customer ID: 2208-MPXIO. A female customer, non-senior, uses no internet with two year contract. Pays $20.0 monthly, total charges $886.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
1960-UYCNN,"Customer ID: 1960-UYCNN. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $95.25 monthly, total charges $1021.55. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0348-SDKOL,"Customer ID: 0348-SDKOL. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $102.1 monthly, total charges $5885.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
3190-FZATL,"Customer ID: 3190-FZATL. A male customer, non-senior, uses no internet with month-to-month contract. Pays $19.95 monthly, total charges $268.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7336-RLLRH,"Customer ID: 7336-RLLRH. A male customer, non-senior, uses dsl internet with one year contract. Pays $80.85 monthly, total charges $2204.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4373-MAVJG,"Customer ID: 4373-MAVJG. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $90.9 monthly, total charges $1259.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
8901-HJXTF,"Customer ID: 8901-HJXTF. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $29.2 monthly, total charges $309.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
7710-JSYOA,"Customer ID: 7710-JSYOA. A female customer, non-senior, uses fiber optic internet with two year contract. Pays $93.3 monthly, total charges $6398.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5419-KLXBN,"Customer ID: 5419-KLXBN. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $89.15 monthly, total charges $2257.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
3424-NMNBO,"Customer ID: 3424-NMNBO. A male customer, senior, uses fiber optic internet with one year contract. Pays $108.85 monthly, total charges $6287.25. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
9885-MFVSU,"Customer ID: 9885-MFVSU. A female customer, non-senior, uses dsl internet with two year contract. Pays $46.35 monthly, total charges $1662.05. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
4514-GFCFI,"Customer ID: 4514-GFCFI. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $84.75 monthly, total charges $1350.15. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
0607-MVMGC,"Customer ID: 0607-MVMGC. A male customer, non-senior, uses dsl internet with one year contract. Pays $78.75 monthly, total charges $3600.65. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3365-SAIGS,"Customer ID: 3365-SAIGS. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $83.55 monthly, total charges $1329.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9828-AOQLM,"Customer ID: 9828-AOQLM. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $45.7 monthly, total charges $45.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
8022-BECSI,"Customer ID: 8022-BECSI. A male customer, non-senior, uses no internet with one year contract. Pays $19.6 monthly, total charges $422.5. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
8000-REIQB,"Customer ID: 8000-REIQB. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $69.95 monthly, total charges $69.95. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
9993-LHIEB,"Customer ID: 9993-LHIEB. A male customer, non-senior, uses dsl internet with two year contract. Pays $67.85 monthly, total charges $4627.65. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0266-CLZKZ,"Customer ID: 0266-CLZKZ. A female customer, non-senior, uses fiber optic internet with two year contract. Pays $105.65 monthly, total charges $6717.9. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
7615-ESMYF,"Customer ID: 7615-ESMYF. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $44.6 monthly, total charges $97.1. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
3858-VOBET,"Customer ID: 3858-VOBET. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $74.95 monthly, total charges $1710.45. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
